place_id,city,title,rating,reviews,description,tips,address,timings,ticket_price,avg_ticket_price
361,sharm,Sharm Old Town,,,"While travelling in South Sinai Governorate, Egypt, you can check out the Sharm Old Market. Local people call it a Souk. You can come here with your friends and family as the market is full of colourful shops that sell wonderful souvenirs and goods of various kinds. The market holds a traditional charm and you will be pleased to see how the souvenirs of this market remind all about the great appeal of Egyptian culture. Local people visit this market mainly to buy fresh fruits and fish. Don’t forget to bargain here as you would find the shop owners offering negotiable rates for their goods always. Come here and be delighted.
Rented car / taxi",Rented car / taxi,"Qesm Sharm Ash Sheikh, South Sinai Governorate, Egypt, Sharm El-sheikh",24-hrs,,47.5
362,sharm,Desert,,,No description,No tips,No address,No timings,,47.5
363,sharm,Pacha Nightclub,,,"If you want to shake a leg with your friends in a glittering environment, then a visit to the Pacha Sharm El-sheikh will be just perfect for you. This is a great nightclub that offers outstanding services to all who come here. The nightclub includes a world-class dance floor, VIP rooms, and an open-air room. Professional DJs play classic music here and the electric room by the pool offers superb trance and urban music. Even the non-dancers would also enjoy their time here as the tempo of this place is always catchy and engaging. Apart from enjoying regular buzzing nights, you can come here on international holidays to enjoy special nights as well. Come and enjoy your moments here reasonably.
Rented car / taxi",Rented car / taxi,"Sanafir Hotel, Naama Bay, King of Bahrain Street, South Sinai Governorate 46619, Egypt, Sharm El-sheikh",24-hrs,,47.5
364,sharm,Habibi,,,No description,No tips,No address,No timings,,47.5
365,sharm,Moonlight,,,No description,No tips,No address,No timings,,47.5
366,sharm,Naama Bay,4.0,54.0,"You can visit Egypt not only to explore the pyramids but a popular tourist destination Naama bay as well. This is a buzzing tourist spot which is always bustling with crowds of tourists. You can soak up the sun and chill out ideally with your friends at this scenic sandy beach. Restaurants, cafeterias, markets, and hotels can be found in large number at the surrounding location of this shoreline. You would also love the nightlife of this place because of the nightclubs here always ensure to play heart thumping music and offer unmatched environment all the time. Come here with your buddies and have a colourful time.
Rented car / taxi",Rented car / taxi,"sharm-el-sheikh,egypt, Sharm El-sheikh",No timings,,47.5
367,sharm,Aqua Park,4.0,7.0,"Looking for a place where you would be able to enjoy a relaxing and rejuvenating stay experience while on your visit to Egypt? Showcasing a spa centre and an outdoor pool, Aqua Park consists of a terrace, a playground and an excellent water park. Each room at the resort is very well-maintained, is air-conditioned and features a flat-screen TV, private bathrooms and much more. You can enjoy meals at the restaurant while there’s Wi-Fi throughout the property. The location is peaceful while the slides and all the other play structures are excellent. The service is efficient and with all the fantastic amenities, you are sure to relish a comfortable stay at Aqua Park.
Rented Car/Taxi",Rented Car/Taxi,"Qesm Sharm Ash Sheikh, South Sinai Governorate, Egypt, Sharm El-sheikh",No timings,,47.5
368,sharm,The Old Market,4.0,24.0,"The old market is one of the most culturally rich, iridescent and enticing attractions of Sharm El Sheikh and is one of the most eclectic places to visit. The market is a huge contrast to the resort lifestyle with its set of stores, stalls and places. While the market does drift a bit towards international tourism, traces of authentic daily life can still be seen in the area. When you stroll through the Old Market, you would be able to get a better understanding of the Egyptian culture which is also why it attracts so many visitors. Pick up a souvenir choosing from the extensive range of trinkets, traditional textiles and ornaments, sample authentic local cuisine at the popular Egyptian barbecue joints that serve kofta and kebabs and shop your heart out.
Rented Car/Taxi",Rented Car/Taxi,"Entrance El-Souk, Qesm Sharm Ash Sheikh, South Sinai Governorate, Egypt, Sharm El-sheikh",No timings,,47.5
369,sharm,Renaissance Sharm El Sheikh Golden View Beach Resort,4.0,64.0,No description,No tips,No address,No timings,,47.5
370,sharm,Naama Bay Jewelry,4.0,47.0,No description,No tips,No address,No timings,,47.5
371,sharm,Intercontinental Sharm El Sheikh,3.0,44.0,No description,No tips,No address,No timings,,47.5
372,sharm,Naama Bay Casino,4.0,44.0,No description,No tips,No address,No timings,,47.5
373,sharm,Hyatt Regency Sharm El Sheikh Resort,4.0,48.0,No description,No tips,No address,No timings,,47.5
374,sharm,Ayash,4.0,22.0,No description,No tips,No address,No timings,,47.5
375,sharm,Jaz Mirabel Beach Resort Hotel,4.0,35.0,No description,No tips,No address,No timings,,47.5
376,sharm,Colored Canyon,4.0,1.0,No description,No tips,No address,No timings,,47.5
377,sharm,Sakkara,3.0,,No description,No tips,No address,No timings,,47.5
378,sharm,Saint Catherine's Monastery,4.0,10.0,No description,No tips,No address,No timings,,47.5
379,sharm,Petra,,,No description,No tips,No address,No timings,,47.5
380,sharm,Falcon Naama Star Hotel,3.0,23.0,No description,No tips,No address,No timings,,47.5
381,sharm,Mustafa Mosque,4.0,37.0,No description,No tips,No address,No timings,,47.5
382,sharm,Mount Sinai,4.0,13.0,No description,No tips,No address,No timings,,47.5
383,sharm,Barcelo Tiran Sharm,4.0,2.0,No description,No tips,No address,No timings,,47.5
384,sharm,Diving Center Neama Bay,3.0,1.0,No description,No tips,No address,No timings,,47.5
385,sharm,Naama Inn,3.0,,No description,No tips,No address,No timings,,47.5
386,sharm,Grand Rotana Resort & Spa,4.0,,No description,No tips,No address,No timings,,47.5
387,sharm,Concorde El Salam Hotel Sharm El Sheikh,,,No description,No tips,No address,No timings,,47.5
388,sharm,Jordan,,,No description,No tips,No address,No timings,,47.5
389,sharm,Khan El Khalili,,,No description,No tips,No address,No timings,,47.5
390,sharm,Karnak Temples,,,No description,No tips,No address,No timings,,47.5
391,fayed,Shamoussa Village,4.0,84.0,"Offering outdoor pool and a restaurant, Shamoussa Village is located in Ismailia. Free Wi-Fi access is available in this resort. The accommodation will provide you with a flat-screen tv and air conditioning. Featuring a shower, private bathrooms also come with towels.  At Shamoussa Village you will find a la carte restaurant, a private beach area and a fitness centre Other facilities offered at the property include a children's playground. An array of activities can be enjoyed on site or in the surroundings, including cycling. The property offers free parking. This resort is 90 km from Cairo Airport.
95% of people who visit Fayed include Shamoussa Village in their plan","Shamoussa Village Timing: 24-hrs 
Try the best online travel planner to plan your travel itinerary!",No address,24-hrs,,25.0
